No.,Title,Release Year,Movie Info,Distributor,Domestic Sales (in $),International Sales (in $),World Sales (in $),License
836,The Emoji Movie (2017),2017,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",Sony Pictures Entertainment (SPE),86,132,218,PG
837,Mean Girls (2004),2004,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",Paramount Pictures,86,44,130,PG-13
838,Annie (2014),2014,"A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York City mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.",Sony Pictures Entertainment (SPE),86,51,137,PG
839,Alvin and the Chipmunks: The Road Chip (2015),2015,The Chipmunks believe that Dave plans to propose to his new girlfriend in Miami.--and dump them. They have three days to get to him and save themselves not only from losing Dave but also from gaining a terrible stepbrother.,Twentieth Century Fox,86,149,235,PG
840,Spy Kids 2: Island of Lost Dreams (2002),2002,"The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids.",Dimension Films,86,34,120,PG
841,Alita: Battle Angel (2019),2019,"A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is.",Twentieth Century Fox,86,319,405,PG-13
842,Fury (2014),2014,"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.",Sony Pictures Entertainment (SPE),86,126,212,R
843,Pokémon: The First Movie - Mewtwo Strikes Back (1998),1998,"Scientists genetically create a new Pokémon, Mewtwo, but the results are horrific and disastrous.",Warner Bros.,86,78,164,PG
844,Real Steel (2011),2011,"In the near future, robot boxing is a top sport. A struggling ex-boxer feels he's found a champion in a discarded robot.",Walt Disney Studios Motion Pictures,85,214,299,PG
845,The SpongeBob SquarePants Movie (2004),2004,SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.,Paramount Pictures,85,56,141,PG
846,Power Rangers (2017),2017,"A group of high-school students, who are infused with unique superpowers, harness their abilities in order to save the world.",Lionsgate,85,57,142,PG-13
847,Stripes (1981),1981,Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.,Columbia Pictures,85,85,85,PG
848,Anchorman: The Legend of Ron Burgundy (2004),2004,"Ron Burgundy is San Diego's top-rated newsman in the male-dominated broadcasting of the 1970s, but that's all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor.",DreamWorks Distribution,85,5,91,PG-13
849,Aliens (1986),1986,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.",Twentieth Century Fox,85,46,131,PG-13
850,Open Season (2006),2006,"Boog, a domesticated 900lb. Grizzly bear, finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",Sony Pictures Entertainment (SPE),85,116,201,PG
851,Green Book (2018),2018,A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.,Universal Pictures,85,237,322,PG-13
852,The Expendables 2 (2012),2012,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",Lionsgate,85,230,315,R
853,Dangerous Minds (1995),1995,An ex-Marine turned teacher struggles to connect with her students in an inner city school.,Walt Disney Studios Motion Pictures,85,95,180,PG
854,Paranormal Activity 2 (2010),2010,"After experiencing what they think are a series of ""break-ins"", a family sets up security cameras around their home, only to realize that the events unfolding before them are more sinister than they seem.",Paramount Pictures,85,93,178,R
855,Tammy (2014),2014,"After getting fired and finding out her husband is cheating, Tammy hits the road with her profane, alcoholic grandmother.",Warner Bros.,85,16,100,R
856,The Santa Clause 3: The Escape Clause (2006),2006,"Santa, a.k.a. Scott Calvin, is faced with double-duty: how to keep his new family happy and how to stop Jack Frost from taking over Christmas.",Walt Disney Studios Motion Pictures,85,26,111,PG
857,Ferdinand (2017),2017,"After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure.",Twentieth Century Fox,84,212,296,PG
858,"Crazy, Stupid, Love. (2011)",2011,"A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",Warner Bros.,84,61,145,PG-13
859,Annabelle (2014),2014,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,Warner Bros.,84,173,258,R
860,Scooby-Doo 2: Monsters Unleashed (2004),2004,The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang.,Warner Bros.,84,97,181,PG
861,Birds of Prey (2020),2020,"After splitting with the Joker, Harley Quinn joins superheroines Black Canary, Huntress and Renee Montoya to save a young girl from an evil crime lord.",Warner Bros.,84,118,202,R
862,Atlantis: The Lost Empire (2001),2001,A young linguist named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.,Walt Disney Studios Motion Pictures,84,102,186,PG
863,Cliffhanger (1993),1993,A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.,TriStar Pictures,84,171,255,R
864,The Other Woman (2014),2014,"After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",Twentieth Century Fox,84,113,197,PG-13
865,The X Files (1998),1998,Mulder and Scully must fight the government in a conspiracy and find the truth about an alien colonization of Earth.,Twentieth Century Fox,84,105,189,PG-13
866,Penguins of Madagascar (2014),2014,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",Twentieth Century Fox,84,290,374,PG
867,Die Hard (1988),1988,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,Twentieth Century Fox,84,58,142,PG-13
868,Up in the Air (2009),2009,"Ryan Bingham enjoys living out of a suitcase for his job, travelling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest, and a new hire presenting a new business model.",Paramount Pictures,84,83,167,R
869,Wrath of the Titans (2012),2012,"Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",Warner Bros.,84,218,302,PG-13
870,Insidious: Chapter 2 (2013),2013,"The Lamberts believe that they have defeated the spirits that have haunted their family, but they soon discover that evil is not beaten so easily.",FilmDistrict,84,78,162,PG-13
871,Under Siege (1992),1992,An ex-Navy Seal turned cook is the only person who can stop a group of terrorists when they seize control of a U.S. battleship.,Warner Bros.,84,73,157,PG-13
872,Battle Los Angeles (2011),2011,A squad of U.S. Marines becomes the last line of defense against a global invasion.,Sony Pictures Entertainment (SPE),84,128,212,PG-13
873,Immortals (2011),2011,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",Relativity Media,84,143,227,R
874,I Can Only Imagine (2018),2018,"The inspiring and unknown true story behind MercyMe's beloved, chart topping song that brings ultimate hope to so many is a gripping reminder of the power of true forgiveness.",Roadside Attractions,83,3,86,PG
875,Apocalypse Now (1979),1979,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,Metro-Goldwyn-Mayer (MGM),83,9,92,PG-13
876,Patriot Games (1992),1992,"When CIA analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets him and his family for revenge.",Paramount Pictures,83,95,178,R
877,Saving Mr. Banks (2013),2013,"Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",Walt Disney Studios Motion Pictures,83,35,118,PG-13
878,Smallfoot (2018),2018,"A Yeti is convinced that the elusive creatures known as ""humans"" really do exist.",Warner Bros.,83,131,214,PG
879,Good Boys (2019),2019,"Three 6th grade boys ditch school and embark on an epic journey while carrying accidentally stolen drugs, being hunted by teenage girls, and trying to make their way home in time for a long-awaited party.",Universal Pictures,83,28,111,R
880,Valkyrie (2008),2008,"A dramatization of the July 20, 1944 assassination and political coup plot by desperate renegade German Army officers against Adolf Hitler during World War II.",United Artists,83,118,202,PG-13
881,Brokeback Mountain (2005),2005,Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.,Focus Features,83,95,178,R
882,Turbo (2013),2013,A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.,Twentieth Century Fox,83,200,283,PG
883,Disclosure (1994),1994,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",Warner Bros.,83,131,214,R
884,Charlotte's Web (2006),2006,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",Paramount Pictures,83,66,149,PG
885,Monster-in-Law (2005),2005,"The love life of Charlotte is reduced to an endless string of disastrous blind dates, until she meets the perfect man, Kevin. Unfortunately, his merciless mother will do anything to destroy their relationship.",New Line Cinema,83,73,155,PG-13
886,Are We There Yet? (2005),2005,"To impress a foxy divorcee, ladies' man Nick offers to take her kids on an extended road trip, unaware of the torture he's in for.",Revolution Studios,83,15,98,PG
887,Freddy vs. Jason (2003),2003,"Freddy Krueger and Jason Voorhees return to terrorize the teenagers of Elm Street. Only this time, they're out to get each other, too.",New Line Cinema,83,34,117,R
888,Star Trek: The Motion Picture (1979),1979,"When an alien spacecraft of enormous power is spotted approaching Earth, Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it.",Paramount Pictures,83,83,83,PG
889,The Descendants (2011),2011,A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.,Fox Searchlight Pictures,83,95,177,PG
890,Cheaper by the Dozen 2 (2005),2005,"The Bakers, while on vacation, find themselves competing with a rival family of eight children.",Twentieth Century Fox,83,48,130,PG
